"studyID","title","year","journal","volume","issue","pages","authors","url","abstract","t.and.a_decision","t.and.a_exclusion_reason","fulltext_decision","fulltext_exclusion_reason","repeatability","repeatability_interpretation","repeatability_interpretation_context","repeatability_consist_predict","repeatability_consist_predict_context","repetability_comparison","repetability_comparison_interpretation","repetability_comparison_interpretation_context","unstandardize_variance","comments","observer","unstandardize_variance.2","times.extracted"
"APR209","Interactions between boldness, foraging performance and behavioural plasticity across social contexts",2016,"BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY",70,11,"1879-1889","Olafsdottir, Gudbjorg Asta and Magellan, Kit","10.1007/s00265-016-2193-0","Boldness, the tendency to be explorative, risk prone and proactive, often varies consistently between individuals. An individual's position on the boldness-shyness continuum has many implications. Bold individuals may outperform shyer conspecifics during foraging as they cover more ground, accumulate information more rapidly and make more frequent food discoveries. Individual variation in boldness may also affect behavioural plasticity across environmental contexts, as the time to process new information, the ability to locate and memorise resources and the time and ability to apply prior information in a novel context all differ between individuals. The primary aim of the current study was to examine plasticity in, and covariation between, boldness, foraging speed and foraging accuracy across social foraging contexts. We showed that the stickleback that were shyest when foraging alone became relatively boldest when foraging in a social context and also delayed their entry to a known food patch the most in the presence of conspecifics. These results support the assertion that shyer foragers are more reactive to social cues and add to current knowledge of how an individual's position on the boldness-shyness continuum may correlate to foraging task performance and behavioural plasticity. We conclude that the correlation between boldness and behavioural plasticity may have broad relevance as the ability to adjust or retain behaviours in changing social environments could often have consequences for fitness. Animal personality may affect how much individuals change their behaviour to suit different environments. We studied the link between threespine stickleback personality (boldness or shyness), foraging performance and change in foraging performance when either alone or in the presence of other stickleback. We found that shyer threespine stickleback were more reactive to the presence of other fish when foraging. When observed or joined by other fish, shy stickleback started exploring earlier, but entered a known food patch later, than when alone. Bolder stickleback changed their foraging behaviour much less in the presence of other fish. Our results suggest that how bold or shy individuals are may have important consequences on how well they adjust their foraging behaviour to environmental change.","yes",NA,"yes",NA,"yes","within","To include a standardised metric of behavioural consistency, and therefore personality, and give greater confidence to other interpretations, we calculated repeatability for each trait (latency to explore, latency to feed and correct food patch choice) as the ratio of between-individual variance (Vind) over the sum of Vind and the residual variance (Ve) from the random regression models (both within the solitary foraging context and across contexts)","yes","To include a standardised metric of behavioural consistency, and therefore personality, and give greater confidence to other interpretations, we calculated repeatability for each trait (latency to explore, latency to feed and correct food patch choice) as the ratio of between-individual variance (Vind) over the sumofVind and the residual variance (Ve) from the random regression models (both within the solitary foraging context and across contexts)","no",NA,NA,"yes","Authors study both among-individual variance in intercepts and slopes, and their covariation, and do not focus on repeatability, which is only shown in the supplements.","AST","yes",1
"APR212","Social context, but not individual personality, alters immigrant viability in a spider with mixed social structure",2016,"ANIMAL BEHAVIOUR",120,NA,"153-161","Ingley, Spencer J. and Pruitt, Jonathan N. and Scharf, Inon and Purcell, Jessica","10.1016/j.anbehav.2016.08.009","Immigrant viability is a major determinant of the realized rate of gene flow across populations. For social organisms, the social context in which immigrants disperse across contrasting environments may have important implications for their viability post dispersal. Here, we use social spiders whose individual personalities as well as group personality compositions vary across sites to test whether the strength of selection against immigrants (i.e. mortality rates) differs depending on whether spiders are transplanted (1) as individuals and remain alone, (2) join pre-existing colonies at their new non-native environment, or (3) move with their native group. We also tested for an effect of individual personality on survival. We found that social context, and not individual personality, affects individual survival in foreign environments with contrasting resource levels. Individuals that were transplanted with their native groups suffered higher mortality rates compared to individuals transplanted as singletons, regardless of whether or not they were assimilated into native colonies. Moving as individuals could thus provide an avenue for ongoing gene flow among populations from different resource environments. We found no depressed performance of control colonies that were transplanted across sites with resource levels similar to each colony's site of origin. These results are at odds with the intuition that dispersing as a group should generally enhance the viability of immigrants, at least in social species. We propose that these results could be explained by a mismatch in the ideal group compositions (personality compositions) favoured in different environments, despite a lack of selection on individual personality traits. These results provide a first glimpse into the relative roles of individual personality and social context in mediating gene flow among populations from divergent environments. (C) 2016 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.","yes",NA,"yes",NA,"yes","within","""This finding reiterates a high degree of temporal consistency in these traits""","yes","""This finding reiterates a high degree of temporal consistency in these traits""","no",NA,NA,"no","R methods not in stats methods but earlier in the general methods","PN","no",1
"APR214","Individual differences in foraging decisions: information-gathering strategies or flexibility?",2016,"BEHAVIORAL ECOLOGY",27,5,"1353-1361","Arvidsson, Lisa K. and Matthysen, Erik","10.1093/beheco/arw054","Information on where to find food patches, their quality, and food variance can have implications for fitness and survival when a current food patch fails. Individuals have been found to vary in their response to changes in food availability, and this has been related to several personality traits in animals such as exploration behavior that measures activity in a novel environment. We examined if personality-related variation in reactions to food availability change could be explained by information-gathering strategies (IGSs), where individuals vary in investing in sampling known patches as a trade-off to seeking new patches. We also examined if these relationships can be explained by an alternative hypothesis where individuals are expected to express variation in behavioral flexibility (BF). The BF hypothesis predicted that individuals rely more on either internal/prior or external/current information. In addition to a standardized exploration behavior test, we designed a new 5-day-long experiment where individual reactions to changes in food availability were measured using wild great tits Parus major). We found that slow exploring individuals sampled empty food patches more than fast exploring individuals, supporting the IGS hypothesis. We found no evidence for personality-related differences in feeder choice in response to changes in food availability, nor personality-related differences in flexibility in behavioral responses.","yes",NA,"yes",NA,"yes","none",NA,"no",NA,"no",NA,NA,"no","Repeatability is estimated but not discussed","AST","no",1
"APR218","Do individual Activity Patterns of Brown Trout (Salmo trutta) alter the Exposure to Parasitic Freshwater Pearl Mussel (Margaritifera margaritifera) Larvae?",2016,"ETHOLOGY",122,9,"769-778","Wengstrom, Niklas and Wahlqvist, Fredrik and Naslund, Joacim and Aldven, David and Zavorka, Libor and Osterling, Martin E. and Hojesjo, Johan","10.1111/eth.12524","The hypothesis that interindividual differences in the activity of brown trout alter the exposure to parasitic freshwater pearl mussel glochidia was tested in a Swedish stream. Wild yearling brown trout (N=103) were caught, individually tagged for identification and scored for open-field activity during standardized laboratory tests in June. Fifty gravid freshwater pearl mussels were relocated to the stream, where after the trout were released back into the stream. The fish were recaptured in October (N=35), checked for glochidia encystment (infested individuals: n=6) and re-scored for open-field activity traits. Swimming velocity during the test was higher in fish infected with glochidia, suggesting that high activity could increase their exposure to glochidia. Potentially, as metabolism rate and ventilation rate typically increase with activity, elevated activity may lead to an increased likelihood of glochidia passing over the gills. This novel finding suggests that glochidia infestation is non-random and that the behaviour of the host fish can influence the likelihood of glochidia infestation.","yes",NA,"yes",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"Repeatability measured as a correlation between individual behaviour measured at two different times.","AST",NA,1
"APR219","Personality matters: Consistency of inter-individual variation in shyness-boldness across non-breeding and pre-breeding season despite a fall in general shyness levels in farmed American mink (Neovison vison)",2016,"APPLIED ANIMAL BEHAVIOUR SCIENCE",181,NA,"191-199","Noer, Christina Lehmkuhl and Needham, Esther Kjaer and Wiese, Ann-Sophie and Balsby, Thorsten Johannes Skovbjerg and Dabelsteen, Torben","10.1016/j.applanim.2016.05.003","Individuals of the same species vary consistently in their behaviour across time and context, and this is often referred to as animal personality. In this study, we investigate animal personality based on the definition of personality traits as underlying dispositional factors, which are linked to biological internal factors that are stable and perhaps heritable. Although not directly measurable, these underlying dispositional factors predispose individuals to react through different behavioural patterns. We investigated the shyness-boldness continuum reflected in the consistency across time of the inter-individual variation in behavioural responses towards two different novelty tests: a novel object test representing non-social contexts and a mirror test representing social contexts. Our study animals were 60 farmed American mink (Neovison vison), which were raised in identical housing conditions. We recorded the approach behaviour of the mink towards novelty at two different times: the first time during non-breeding season in December 2013 and the second time during pre-breeding season in February 2014. Behavioural variables were analysed using principal component analyses and our results show consistency in inter individual variation in shyness measures across seasons. This consistency differed across non-social and social contexts forming two different shyness-boldness dimensions as were also found across context in a previous study. To our knowledge this is the first study to reveal aspects of the shyness-boldness continuum across time and season in the American mink from non-breeding season in December to pre-breeding season in February. Our study confirms the existence of personality in farmed American mink, but interestingly, we saw a shift in the positioning of most individuals from shy to more bold on the shyness continuum when comparing the December measures to the February measures. This shift was further supported by the results of a simple stick test, which indicated a change towards a higher responsiveness towards humans in the pre-breeding season. (C) 2016 Elsevier B.V. All rights reserved.","yes",NA,"yes",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"Consistency measured via correlations.","AST",NA,1
"APR224","Correlated evolution of personality, morphology and performance",2016,"ANIMAL BEHAVIOUR",117,NA,"79-86","Kern, Elizabeth M. A. and Robinson, Detric and Gass, Erika and Godwin, John and Langerhans, R. Brian","10.1016/j.anbehav.2016.04.007","Evolutionary change in one trait can elicit evolutionary changes in other traits due to genetic correlations. This constrains the independent evolution of traits and can lead to unpredicted ecological and evolutionary outcomes. Animals might frequently exhibit genetic associations among behavioural and morphological-physiological traits, because the physiological mechanisms behind animal personality can have broad multitrait effects and because many selective agents influence the evolution of multiple types of traits. However, we currently know little about genetic correlations between animal personalities and nonbehavioural traits. We tested for associations between personality, morphology and locomotor performance by comparing zebrafish (Danio rerio) collected from the wild and then selectively bred for either a proactive or reactive stress coping style ('bold' or `shy' phenotypes). Based on adaptive hypotheses of correlational selection in the wild, we predicted that artificial selection for boldness would produce correlated evolutionary responses of larger caudal regions and higher fast-start escape performance (and the opposite for shyness). After four to seven generations, morphology and locomotor performance differed between personality lines: bold zebrafish exhibited a larger caudal region and higher fast-start performance than fish in the shy line, matching predictions. Individual-level phenotypic correlations suggested that pleiotropy or physical gene linkage likely explained the correlated response of locomotor performance, while the correlated response of body shape may have reflected linkage disequilibrium, which is breaking down each generation in the laboratory. Our results indicate that evolution of personality can result in concomitant changes in morphology and whole-organism performance, and vice versa. (C) 2016 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.","yes",NA,"yes",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"AST",NA,1
"APR225","Unpredictability in food supply during early life influences growth and boldness in European seabass, Dicentrarchus labrax",2016,"APPLIED ANIMAL BEHAVIOUR SCIENCE",180,NA,"147-156","Sebastien, Ferrari and Leguay, Didier and Vergnet, Alain and Vidal, Marie-Odile and Chatain, Beatrice and Begout, Marie-Laure","10.1016/j.applanim.2016.04.017","Biological variability is no longer considered as statistical noise, but rather as an adaptive benefit. This variability comes from consistent differences in behavioral and physiological responses among individuals to a changing/challenging environment, named ``coping style{'' ``temperament{''} or ``personality{''}. Many studies have described how to characterize personality traits and how to assess their consistency over time and between different contexts; however, little is known about the environmental factors shaping personality development. Because contrasting personalities are maintained with evolution, this lead to the widespread assumption that genes play a predominant role in personality. In many cases, personality traits are however also likely to be determined by individual experience, which is probably at least as important as genetics in shaping personality. The aim of this study was to assess how environmental variability (herein food predictability) impacts behavioral responses, particularly the shyness-boldness axis, one of the most widely shared animal personality trait. Here, we reared juvenile seabass (95 days old) from two divergent strains selected for feed deprivation tolerance under standard conditions for 40 days. Thereafter, we submitted them to two feeding treatments (Predictable versus Unpredictable) starting at 135 dph and lasting 60 days. Seabass reared under a predictable food supply (PFS) grew faster and were shyer than fish reared under an unpredictable food supply (UFS) (i.e. they took more time to exit the refuge zone of a Z-maze; UFS: 132.47 +/- 34.63 s; PFS: 336.79 +/- 56.97 s) but their exploration tendency was similar. We also examined the behavioral responses of these fish facing a hypoxic challenge. Hypoxia tolerance results were consistent before and after the two feeding treatments. Our findings show the importance of early environmental experience as a driving force shaping boldness. In addition, we provide further evidence that predictable feeding time should be respected in studies assessing essential functions such as growth and behavior. Although personality traits are partially heritable, this study demonstrates the important influence of environmental conditions and life history on behavior. (C) 2016 Elsevier B.V. All rights reserved.","yes",NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"no estimate","MM",NA,1
"APR226","Variation in individual worker honey bee behavior shows hallmarks of personality",2016,"BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY",70,7,"999-1010","Walton, Alex and er and Toth, Amy L.","10.1007/s00265-016-2084-4","The existence of personalities has been explored in various invertebrates, but a comprehensive investigation of personality differences across individuals in a eusocial insect has not yet been conducted. The study of personality differences across individuals within the same behavioral caste may contribute to an understanding of how social insects divide labor within the nest. Here, we define and investigate three dimensions of personality within the worker caste of a model social insect, the honey bee Apis mellifera, as follows: (1) consistent individual behavioral differences over time, (2) consistent individual behavioral differences across contexts, and (3) the presence of correlated suites of behaviors. To test whether honey bee workers exhibit dimensions 1 and 2, we repeatedly assessed responses of groups of same-age bees in cages to stimuli that are relevant to bee life history. To test for dimension 3, we examined behavior within a colony context by using observation hives to record the behaviors of individual bees across their lifetimes. Our results provide some evidence for all three dimensions of personality in honey bee workers. In particular, our data suggest some individuals may be more likely to be highly interactive with other workers (e.g., engaging in food sharing), while other individuals are consistently less interactive. These findings expand upon and contribute to previous models for the organization of worker division of labor in honey bees, suggesting that consistent behavioral differences (personalities) of workers within a behavioral caste have the potential to contribute to subcaste division of labor. Significance statement Behavioral ecologists have become increasingly interested in animal personalities, individual behavioral differences that are consistent over time and in different contexts, with recent focus on understanding the occurrence of personalities across taxa and their adaptive value. The existence and function of personality differences among individuals in complex societies, such as eusocial insects, remain understudied. Here, we provide the first comprehensive investigation of whether workers of the highly eusocial honey bee show hallmarks of personality. Although these workers demonstrate well-documented behavioral changes as they age, we uncovered some aspects of their behavior, in particular, their tendency to physically interact with other bees, remain somewhat consistent even as they age and change roles within the colony. We suggest that individual-level personality differences have the potential to contribute to colony division of labor by creating variation in individual tendencies to perform different tasks.","yes",NA,"yes",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PN",NA,1
"APR227","Rate of movement of juvenile lemon sharks in a novel open field, are we measuring activity or reaction to novelty?",2016,"ANIMAL BEHAVIOUR",116,NA,"75-82","Finger, J. S. and Dhellemmes, F. and Guttridge, T. L. and Kurvers, R. H. J. M. and Gruber, S. H. and Krause, J.","10.1016/j.anbehav.2016.03.032","Personality differences are widespread throughout the animal kingdom and can have important ecological and evolutionary consequences. Despite a rapidly increasing body of literature, large (marine) vertebrates remain underrepresented in personality research. Given their unique life history traits (e.g. slow growth rate, slow reproduction rate, long life span) and their pivotal role in ecosystem processes, this is an important gap in our current knowledge. Here we investigated consistency and plasticity in movement behaviour of wild juvenile lemon sharks, Negaprion brevirostris, by repeatedly subjecting sharks to open field tests. First, we investigated the presence of interindividual differences in movement behaviour in a novel open field. Second, we investigated the effect of trial repetition on movement behaviour to understand whether movement in a novel open field reflects a reaction to novelty, or general activity. Third, we estimated individual differences in habituation/sensitization rates over trial repetition and studied how the habituation rate was predicted by the initial movement rate. We found consistent individual differences in movement behaviour during the open field tests. Sharks showed habituation in movement behaviour (i.e. decrease) over repeated trials indicating that the movement behaviour during the first trials is a reaction to novelty, and not general activity. Individuals, however, differed in their rate of habituation (i.e. plasticity) and this rate was negatively related to an individual's movement behaviour in the first open field trial. In addition to showing individual differences in consistency and plasticity in juvenile lemon sharks, our study emphasizes the importance of examining the validity of personality tests when adapting them to new species. (C) 2016 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.","yes",NA,"yes",NA,"yes","both","""consistent individual differences in their ROM"", ""we investigated the presence of interindividual differences in movement behaviour in a novel open field""","yes","""consistent individual differences in their ROM""","yes","both","""sharks showed consistent individual differences when trials 1 and 2 were compared, no consistent differences comparing trials 1 and 6 and a trend comparing trials 5 and 6"", ""alternative explanation might be a reduction of individual variances during habituation""","no",NA,"PN","no",1
"APR228","Unsociable juvenile male three-spined sticklebacks grow more attractive",2016,"BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY",70,6,"975-980","Kim, Sin-Yeon and Vel and o, Alberto","10.1007/s00265-016-2120-4","An animal's personality may be an adaptive behavioral response of individuals to consistent differences in physiology and life-history. Studying the relationship between behavior and other fitness-related traits within the pace-of-life syndrome (POLS) framework, which explains the integration of different traits using the concept of a fast-slow life-history continuum, may thus be a useful approach to understanding the evolution and maintenance of animal personality. According to the POLS hypothesis, for example, fast individuals should be behaviorally more active, bolder or less sociable, and potentially invest more in reproduction than slow individuals. Here, we examined whether the sociability of juvenile sticklebacks (Gasterosteus aculeatus) is linked with their key reproductive traits, carotenoid-based nuptial coloration of males and egg production of females. We also tested whether experimental manipulation of environmental conditions (control vs. warm winter) can change pace-of-life and the link between behavioral and reproductive traits. Male sticklebacks prone to shoaling expressed lower peak red coloration at the reproductive stage, during which they were solitary and territorial. In females, fecundity was not correlated with early social behavior. Experimental sticklebacks reared in warm winter conditions decreased their investment in reproduction, but the negative relationship between sociability and sexual signal of males was maintained. Our results suggest that the POLS could partly explain the maintenance of personality under predation pressure or severe mating competition. In natural environments, any benefit to sociable male sticklebacks may be counterbalanced by the cost of growing less attractive. Why do animals vary in personality, and how is such variation maintained within a population? An interesting approach for understanding this is studying how personality traits are correlated with other fitness-related traits within the pace-of-life framework. For the first time, our results show the link between sociability at the juvenile stage and the expression of sexual ornament during reproduction in male three-spined sticklebacks. Sociable juveniles may benefit from reduced predation risk, but they grow less attractive and this may reduce their mating success during reproduction. Thus, the trade-off between survival and reproduction may contribute to the maintenance of among-individual variation in behavior.","yes",NA,"yes",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"AST",NA,1
"APR229","The Association Between Personality Traits, Morphological Traits and Alternative Mating Behaviour in Male Endler's Guppies, Poecilia wingei",2016,"ETHOLOGY",122,6,"456-467","Rezucha, Radomil and Reichard, Martin","10.1111/eth.12491","Alternative mating behaviour, personality traits and morphological characters are predicted to be correlated. Bolder, larger and more colourful males are expected to preferentially court females, while shy, small and drab-coloured individuals are predicted to sneak copulations. We used males of Endler's guppy, Poecilia wingei, to test this association over a long temporal period (hence including ontogenetic changes) and under two social environments (male-biased and female-biased). We found that personality traits (exploration, boldness, activity) of P.wingei males were highly repeatable across long time spans, but they were not correlated (formed no behavioural syndrome). Male age and social environment had no effect on any personality trait, despite their effects on alternative mating behaviour. Young males with higher activity levels were more likely to attempt sneaking. In older fish, there was an association between orange coloration, courtship and boldness, but this was not observed in young males. Our results suggest that alternative mating behaviour is more flexible than personality traits and is independent of them. Non-colour-based morphological traits (gonopodium length, body length, caudal straps length, dorsal fin length) were not correlated with any particular mating behaviour.","yes",NA,"yes",NA,"yes","within","Repeatability was tested using intraclass correlation in the psych package, using ICC1 (standard repeatability sensu Lessells & Boag (1987)) and ICC3 (standardized for overall change in trait mean between time points, time treated as a fixed factor). [...] Results All personality traits (exploration, boldness, activity) were significantly repeatable (Table 1a). Coloration and morphological traits were also highly repeatable across measurements, with a stronger repeatability when the ICC3 was used (i.e. accounting for population- level change in trait expression between trials 1 and 2) (Table 1b). [...] The resulting temporal change of individual AMB in the course of 5 wk and relative stability of personality traits suggest higher flexibility of AMB. It seems that personality traits are relatively fixed in a short timescale compared with more flexible AMB. It is notable because a dramatic change in the social environment was predicted to at least slightly influence the expression of personality traits assuming that different traits are favoured in different environments. As a result, social environments in this experiment only influenced AMB while personality traits remained unchanged.","no",NA,"no",NA,NA,"no","Authors used ICC1 and ICC3 from R package psych. ICC3 seems closer to repeatability estimated from mixed models.","AST","no",1
"APR231","To sing or not to sing: seasonal changes in singing vary with personality in wild great tits",2016,"BEHAVIORAL ECOLOGY",27,3,"932-938","Naguib, Marc and van Rooij, Erica P. and Snijders, Lysanne and van Oers, Kees","10.1093/beheco/arv235","Expression of sexually selected signals in many species varies over time of day and season. A key model system to study this variation in signal expression is birdsong. Yet, despite good ecological understanding of why song varies across time of day and season, much of the individual variation remains unexplained. Although some of the interindividual variation in singing depends on the quality or motivation of an individual, it can also vary with other characteristics. Because singing has been shown to vary with personality traits in specific contexts, personality is thus an important candidate to explain part of the variation in seasonal and daily singing. Using a personality-typed field population of great tits (Parus major), we here show that singing activity peaked at dawn during the fertile period of the females and that the association between male personality and singing activity depended on the reproductive stage of his mate; faster explorers significantly increased in singing activity during main periods of fertility and maternal investment (egg laying and incubation). Moreover, males with higher singing activity tended to raise more fledglings. Increased singing by faster explorers during key periods of female reproductive investment suggests that faster explorers are more responsive to changes in female reproductive stage, contrasting the general view that faster explorers are less responsive to environmental and social changes. Most importantly, these findings highlight that multiple factors including personality need to be integrated when assessing causes of variation of highly variable sexually selected signal traits.","yes",NA,"yes",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PN",NA,1
"APR233","Colony personality composition alters colony-level plasticity and magnitude of defensive behaviour in a social spider",2016,"ANIMAL BEHAVIOUR",115,NA,"175-183","Wright, Colin M. and Keiser, Carl N. and Pruitt, Jonathan N.","10.1016/j.anbehav.2016.03.002","The ways in which animal societies respond to threat has enormous consequences for their success. In the present study, we investigated how group personality composition in social spiders (Stegodyphus dumicola) alters groups' average response towards predators and how their responses change with experience with important predators, Anoplolepis custodiens ants. We found that colonies composed of a mixture of `bold' and `shy' personality types exhibited twice as much defensive web-making behaviour as other colony compositions. Colony defensive behaviour was also more temporally stable following experience with predators for `mixed' colonies than for either monotypic composition (all shy or all bold). Colonies composed of bold individuals were particularly erratic in their defensive behaviour over time. Thus, colony composition altered colony-level plasticity in response to experience with one of their most voracious predators. We additionally observed the behaviour of marked individuals within colonies to determine which individual traits were associated with task participation during encounters with predators. Individual morphology and boldness both predicted task participation at the individual level, with boldness being negatively associated with participation in the attack sequence, but positively associated with defensive silk making. Low body condition also proved to be important for predicting participation in any task. Lastly, despite a tight association between colony composition and colony defensive behaviour, we found no evidence that colony composition affected colony survival during ant attacks in situ. Instead, older and more established nests were positively associated with colony persistence during attacks. (C) 2016 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd.","yes",NA,"yes",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PN",NA,1
"APR235","Male personality and female spawning consistency in a goby with exclusive male care",2016,"BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY",70,5,"683-693","Kalb, Nadine and Lindstrom, Kai and Sprenger, Dennis and Anthes, Nils and Heubel, Katja U.","10.1007/s00265-016-2089-z","Consistent inter-individual behavioral differences in animals, or animal personalities, are increasingly recognized as an important component of sexual selection. Despite growing evidence for personality-mediated effects on reproductive success in species with biparental care, the link between personality and intrasexual competition or mate choice in species with uniparental care remains largely unexplored. Here, the non-caring sex in particular should seek partners with personality traits that promise high quality care. Therefore, we investigated effects of male personality in the common goby, a well-established model species for sexual selection under exclusive male care. Using competitive trials, we investigated how personality affects male ability to monopolize either of two central reproductive resources, nesting sites (male-male competition) and ready-to-spawn females (female choice). Personalities were scored in a feeding context and thus independent of reproduction. We found that slow-feeding individuals better succeeded in monopolizing nests, but that female spawning decisions were independent of the foraging personality of two male competitors. Instead, females showed a remarkably consistent between-female spawning preference for slightly heavier males and males with more elaborate nests. Our findings indicate that fitness benefits of the male personality type only materialize via male-male competition in environments where nesting sites are a limiting resource, whereas female choice favors large males with elaborate nests independent of male personality. Animal personality can strongly affect reproductive success in species with parental care. We studied this link in the common goby, a fish where males build nests and solely take care of the brood until hatching. Hence, females should choose a male whose personality traits promise high quality care. We scored male personalities and conducted nest-competition and mate-choice trials. We found that male personality had an effect on nest monopolization, but not on female mating preferences. Instead, females agreed remarkably well in their mating decisions and consistently favored large males with elaborate nests. Our results show that male personality is important for nest allocation, which is crucial in environments where nesting sites are rare.","yes",NA,"yes",NA,"yes","both","""behavioral traits exhibit consistent inter-individual differences over time and thus qualify as personality traits""","yes","""behavioral traits exhibit consistent inter-individual differences over time and thus qualify as personality traits""","yes","none",NA,"no",NA,"PN","no",1
"APR237","Behavioral repeatability of flour beetles before and after metamorphosis and throughout aging",2016,"BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY",70,5,"745-753","Wexler, Yonatan and Subach, Aziz and Pruitt, Jonathan N. and Scharf, Inon","10.1007/s00265-016-2098-y","Behavioral repeatability is an important trait relevant to personality research and to behavioral ecology in general. We examined here the behavioral repeatability of two activity-related traits: movement and edge preference (proportion of time spent next to the test arena edge). We used the red flour beetle as our test species in order to determine whether repeatability changes throughout metamorphosis and aging and whether there are inter-sexual differences. Young adults moved more than larvae, but movement activity generally declined with age. Behavioral repeatability was high between two successive measurements for larvae and young adults, but did not persist through metamorphosis. These findings support most of the previous studies on insects and probably reflect the occurrence of phenotypic reorganization during metamorphosis. Neither of our predictions of an increase in behavioral repeatability throughout aging and of a higher repeatability of young adults than larvae held true, as repeatability levels estimates remained similar across ontogeny and aging. Similar to other studies on repeatability, estimates declined with the time interval between two pairs of measurements, suggesting an episodic physiological basis for the documented behaviors. Finally, we detected several inter-sexual differences. Females were more active than males and expressed a shallower decline in movement with aging. Female movement activity was also more repeatable, but female edge preference was less repeatable than that of males. We reason that such differences in repeatability may be driven by sex-specific selection pressures on behavioral tendencies. We investigate several questions regarding behavioral repeatability in insects. The two main questions asked are (1) whether inter-individual behavioral differences remain consistent across larvae and adult stage, and (2) how repeatability changes throughout aging. The first question has been only rarely tested in insects that undergo a full metamorphosis. It has been recognized as a timely question and as an opportunity for researchers studying animal personality. Previous results regarding amphibians and insects that undergo partial metamorphosis were inconclusive. The second question is important, because studies rarely follow individuals throughout their lives. This is essential to understand the consequences of aging. We also report on differences between males and females, probably indicating on differences in motivation for activity and in patterns of aging. Finally, the question, how behavior changes with ontogeny, has been already recognized by Tinbergen as a basic one in animal behavior.","yes",NA,"yes",NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PN",NA,1
"APR239","Blood Parasite Infection Intensity Covaries with Risk-Taking Personality in Male Carpetan Rock Lizards (Iberolacerta cyreni)",2016,"ETHOLOGY",122,5,"355-363","Horvath, Gergely and Martin, Jose and Lopez, Pilar and Zsolt Garamszegi, Laszlo and Bertok, Peter and Herczeg, Gabor","10.1111/eth.12475","Identifying evolutionary and developmental mechanisms underlying consistent between-individual differences in behaviour is the main goal in `animal personality studies'. Here, we explored whether activity and risk-taking varied consistently between individuals and correlated to various potentially fitness linked - male traits in Carpetan rock lizards (Iberolacerta cyreni). Lizards showed significant consistency within both behaviours, implying the presence of activity and risk-taking personalities. However, there were no correlation between activity and risk-taking, neither on the between-nor on the within-individual levels, implying the absence of a behavioural syndrome. We found a strong link between the intensity of blood parasite (Haemogregarinidae) infection and risk-taking: lizards with higher infection intensity took more risk. While we cannot distinguish cause from causative in the parasite intensity - risk-taking correlation our results are in line with the asset protection hypothesis predicting that individuals with lower future reproductive value should focus on the current reproductive event and take higher risk.","yes",NA,"yes",NA,"yes","within","Lizards showed significant consistency within both behaviours, implying the presence of activity and risk-taking personalities. [...] Because both activity and risk-taking were repeatable within individuals across assays (see Results), we could use individual-specific estimates of these behaviours as traits reliably reflecting some aspects of an individual property. [...] We found that activity and risk-taking are both repeatable within individuals. The repeatability of behaviour is generally around 0.3–0.4 (Bell et al. 2009). Hence, the behavioural consistency of I. cyreni’s activity (r = 0.68) is high, while the consistency of risk-taking was rather low (r = 0.22). This adds to the slowly accumulating literature of reptilian behavioural consistency,","yes","Lizards showed significant consistency within both behaviours, implying the presence of activity and risk-taking personalities. [...] We found that activity and risk-taking are both repeatable within individuals. The repeatability of behaviour is generally around 0.3–0.4 (Bell et al. 2009). Hence, the behavioural consistency of I. cyreni’s activity (r = 0.68) is high, while the consistency of risk-taking was rather low (r = 0.22). This adds to the slowly accumulating literature of reptilian behavioural consistency,","no",NA,NA,"no",NA,"AST","no",1
